vaultId,content
6,goldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuro
3,euroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
2,silversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldeuroeuroeuro
8,goldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgold
8,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuro
3,goldgoldgoldgoldgoldgoldgoldeuro
2,goldgoldsilvereuro
2,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldeuro
7,goldgoldgoldeuroeuroeuroeuroeuroeuroeuro
5,goldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
8,goldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
9,goldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
1,goldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
7,goldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilversilversilversilversilversilversilver
9,silvereuroeuro
9,goldsilversilversilversilversilversilversilversilversilvereuroeuro
7,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
2,goldgoldsilversilversilversilversilvereuroeuroeuroeuro
1,goldeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
1,goldsilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilver
9,goldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldsilversilvereuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuro
10,goldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuro
10,goldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldsilversilversilversilversilvereuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuro
3,goldgoldgoldgoldgoldgold
4,goldgoldgoldeuroeuro
6,goldgoldgoldgoldgoldgoldeuro
9,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuro
3,goldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldsilversilversilvereuroeuroeuro
4,goldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuro
2,silversilversilversilversilversilversilvereuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldsilversilversilvereuro
10,goldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuro
2,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuro
3,goldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
9,silver
10,goldgoldgoldgoldgoldgoldsilversilver
4,goldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
1,goldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilversilvereuro
1,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuro
9,goldeuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilvereuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldeuroeuroeuro
1,silversilversilvereuroeuroeuro
5,goldgoldgoldsilversilvereuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuro
9,goldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilversilversilvereuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuro
9,goldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuro
4,goldgoldgoldsilvereuro
6,goldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
3,goldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuro
5,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldsilvereuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilver
8,goldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldgoldeuro
6,goldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuro
6,goldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuro
10,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
6,goldgoldsilversilvereuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
8,goldsilvereuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuro
9,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldsilversilversilversilversilvereuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilver
1,goldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
7,silversilversilvereuroeuro
7,goldgoldgoldgoldgoldeuroeuroeuroeuro
1,goldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
9,silversilversilversilversilver
6,silversilver
10,goldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuro
8,goldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldeuro
2,goldgoldgoldsilversilversilversilversilversilversilvereuro
3,silversilvereuro
4,goldsilversilversilversilversilversilversilversilversilver
6,goldgoldsilversilversilversilvereuroeuro
3,goldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuro
6,goldgoldgoldgoldsilversilversilversilvereuro
3,goldgoldgoldgoldgoldsilvereuro
6,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuro
7,goldsilversilversilversilvereuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
6,goldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
4,silversilversilversilvereuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldsilvereuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilver
4,goldgoldgoldgoldgoldsilvereuro
1,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuro
3,goldsilversilversilversilversilvereuroeuro
6,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuro
6,goldgoldgoldsilversilversilversilversilvereuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuro
5,goldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuro
10,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuro
3,goldsilversilversilversilversilversilver
9,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuro
9,silversilvereuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
8,goldsilversilversilversilversilvereuro
2,goldgoldsilversilversilvereuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldsilvereuroeuroeuroeuro
10,silversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldsilversilversilversilversilvereuroeuro
1,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuro
4,goldgoldgoldsilversilvereuroeuro
6,goldgoldgoldsilversilvereuroeuroeuroeuroeuroeuro
1,silversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
8,goldsilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuro
9,goldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
7,goldsilversilversilversilversilvereuroeuro
6,goldsilversilversilversilvereuro
2,goldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilver
1,silversilversilver
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
6,silversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldsilversilversilversilversilvereuro
2,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,silversilversilversilversilvereuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilver
2,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldsilvereuro
5,goldgoldgoldsilversilversilversilversilversilversilversilvereuro
4,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilver
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldsilversilversilversilversilversilvereuro
8,goldgoldgoldgoldeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuro
6,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,silversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldeuroeuro
9,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
6,silversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
6,goldgoldsilversilversilversilversilversilversilvereuroeuroeuro
4,goldgoldgoldeuroeuro
9,goldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuro
1,gold
2,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilver
5,goldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuro
1,goldgoldeuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldeuro
8,goldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuroeuro
9,goldgoldsilversilversilversilversilversilvereuro
3,goldgoldgoldgoldgoldgoldgoldsilversilvereuroeuro
5,goldgoldeuroeuro
7,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuro
2,goldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuro
5,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldsilvereuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldsilversilversilvereuroeuroeuro
3,goldsilversilvereuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldsilversilversilversilver
8,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuro
9,goldgoldeuro
9,goldgoldgoldgoldgoldgoldgoldsilversilver
9,goldgold
10,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuro
7,silversilvereuroeuroeuroeuroeuroeuroeuro
8,goldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuro
5,goldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuro
5,goldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldsilvereuroeuro
2,goldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
9,goldgoldsilversilvereuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
7,goldgoldsilversilversilversilversilversilvereuro
1,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldsilversilversilversilversilvereuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuro
10,silversilversilversilversilversilversilver
7,goldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldsilversilvereuro
7,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
10,goldgoldgold
6,goldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuro
5,goldsilversilversilversilversilversilversilversilvereuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuro
3,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
3,goldsilversilversilversilversilvereuro
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuro
1,goldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
1,goldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuro
9,goldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldsilversilversilversilvereuroeuro
3,goldgoldgoldgoldsilver
6,silversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldsilversilversilversilversilver
6,goldgoldgoldgoldsilversilversilversilversilversilvereuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuro
1,gold
1,goldgoldgoldsilvereuro
9,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
8,goldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldsilvereuroeuroeuroeuro
3,goldgoldeuroeuroeuro
8,silversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuro
1,goldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuro
1,silversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
1,goldgoldsilvereuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuro
7,silversilversilversilversilversilvereuroeuroeuroeuroeuro
5,goldsilversilversilversilvereuro
2,goldsilversilversilversilversilversilvereuroeuroeuro
5,goldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldeuroeuroeuroeuro
6,goldgoldgoldgoldgoldsilversilversilversilversilvereuro
4,goldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,silversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilvereuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
7,silversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
6,goldsilversilvereuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuro
